Species	Term Accession	Term	Object	RGD ID	Symbol	Name	Type	Qualifiers	Evidence	Chr	Start	Stop	Reference(s)	Source(s)	Original Reference(s)	Notes
Human	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	gene	1315155	SOCS4	suppressor of cytokine signaling 4	protein-coding	involved_in	IEA	14	55,027,236	55,049,489	UniProt, UniProt, InterPro	UniProt,InterPro	PMID:15590694 	  (PMID:15590694)
Human	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	gene	1346055	SOCS5	suppressor of cytokine signaling 5	protein-coding	involved_in	IDA	 2	46,698,937	46,763,129	UniProt, UniProt	UniProt	PMID:15590694 	  (PMID:15590694)
Human	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	gene	1349732	TSG101	tumor susceptibility 101	protein-coding	involved_in	IMP	11	18,480,311	18,526,942	UniProt, UniProt	UniProt	PMID:16973552 	  (PMID:16973552)
Human	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	gene	1603949	VPS25	vacuolar protein sorting 25 homolog	protein-coding	involved_in	IMP	17	42,773,449	42,779,599	UniProt, UniProt	UniProt	PMID:16973552 	  (PMID:16973552)
Human	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	gene	1320885	ZFYVE28	zinc finger FYVE-type containing 28	protein-coding	involved_in	IBA	 4	2,269,597	2,418,645	UniProt, UniProt, GO_Central, GO_Central	UniProt,GO_Central	PMID:19460345 PMID:21873635 	  (PMID:19460345),  (PMID:21873635)
Human	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	gene	1606771	ZGPAT	zinc finger CCCH-type and G-patch domain containing	protein-coding	involved_in	IDA	20	63,707,442	63,736,142	UniProt, UniProt	UniProt	PMID:19644445 	  (PMID:19644445)
Human	GO:1903016	negative regulation of exo-alpha-sialidase activity	gene	68444	APCS	amyloid P component, serum	protein-coding	involved_in	IDA	 1	159,587,826	159,588,865	BHF-UCL, BHF-UCL	BHF-UCL	PMID:23544079 	  (PMID:23544079)
Human	GO:1903016	negative regulation of exo-alpha-sialidase activity	gene	1343528	PTX3	pentraxin 3	protein-coding	involved_in	IDA	 3	157,436,850	157,443,633	BHF-UCL, BHF-UCL	BHF-UCL	PMID:23544079 	  (PMID:23544079)
Human	GO:1905778	negative regulation of exonuclease activity	gene	1323104	TERF1	telomeric repeat binding factor 1	protein-coding	involved_in	IDA	 8	73,008,864	73,048,123	GO_Central, GO_Central, BHF-UCL, BHF-UCL	GO_Central,BHF-UCL	PMID:15200954 PMID:21873635 	  (PMID:21873635),  (PMID:15200954)
Human	GO:1905778	negative regulation of exonuclease activity	gene	1322035	TERF2	telomeric repeat binding factor 2	protein-coding	involved_in	IDA	16	69,355,567	69,386,007	BHF-UCL, BHF-UCL	BHF-UCL	PMID:15200954 	  (PMID:15200954)
Human	GO:0033132	negative regulation of glucokinase activity	gene	1320366	COX11	cytochrome c oxidase copper chaperone COX11	protein-coding	involved_in,acts_upstream_of_or_within	ISO	17	54,951,902	54,968,785	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:17069463 	  (MGI:3693040|PMID:17069463)
Human	GO:0033132	negative regulation of glucokinase activity	gene	1605726	FOXA2	forkhead box A2	protein-coding	involved_in	ISS	20	22,580,998	22,585,490	BHF-UCL, BHF-UCL	BHF-UCL	 	
Human	GO:0033132	negative regulation of glucokinase activity	gene	69130	GCKR	glucokinase regulator	protein-coding	involved_in,acts_upstream_of_or_within	IDA	 2	27,496,839	27,523,684	GO_Central, Ensembl, UniProt, GO_Central, MGI, Ensembl, BHF-UCL	GO_Central,Ensembl,UniProt,MGI,BHF-UCL	PMID:10713097 PMID:14627435 PMID:21873635 PMID:23621087 	  (PMID:21873635),  (PMID:14627435), (PMID:23621087),  (MGI:1354534|PMID:10713097)
Human	GO:0033132	negative regulation of glucokinase activity	gene	1320070	MIDN	midnolin	protein-coding	involved_in,acts_upstream_of_or_within	ISO	19	1,248,583	1,259,143	UniProt, Ensembl, UniProt, MGI	UniProt,Ensembl,MGI	PMID:24187134 	  (PMID:24187134)
Human	GO:0033132	negative regulation of glucokinase activity	gene	730938	PRKN	parkin RBR E3 ubiquitin protein ligase	protein-coding	acts_upstream_of_or_within	IDA	 6	161,347,417	162,727,766	MGI, MGI	MGI	PMID:24187134 	  (PMID:24187134)
Human	GO:1905124	negative regulation of glucosylceramidase activity	gene	1344992	MIR127	microRNA 127	ncrna	acts_upstream_of	IGI	14	100,882,979	100,883,075	ARUK-UCL	ARUK-UCL	PMID:25584808 	  (PMID:25584808)
Human	GO:1904224	negative regulation of glucuronosyltransferase activity	gene	1350018	UGT1A1	UDP glucuronosyltransferase family 1 member A1	protein-coding	involved_in	ISS	 2	233,760,270	233,773,300	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20610558 	  (PMID:20610558)
Human	GO:1904224	negative regulation of glucuronosyltransferase activity	gene	1346968	UGT1A10	UDP glucuronosyltransferase family 1 member A10	protein-coding	involved_in	ISS	 2	233,636,448	233,773,300	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20610558 	  (PMID:20610558)
Human	GO:1904224	negative regulation of glucuronosyltransferase activity	gene	1352957	UGT1A3	UDP glucuronosyltransferase family 1 member A3	protein-coding	involved_in	ISS	 2	233,729,042	233,773,300	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20610558 	  (PMID:20610558)
Human	GO:1904224	negative regulation of glucuronosyltransferase activity	gene	1343519	UGT1A4	UDP glucuronosyltransferase family 1 member A4	protein-coding	involved_in	ISS	 2	233,718,736	233,773,300	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20610558 	  (PMID:20610558)
Human	GO:1904224	negative regulation of glucuronosyltransferase activity	gene	1349499	UGT1A6	UDP glucuronosyltransferase family 1 member A6	protein-coding	involved_in	ISS	 2	233,691,702	233,773,300	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20610558 	  (PMID:20610558)
Human	GO:1904224	negative regulation of glucuronosyltransferase activity	gene	1351935	UGT1A7	UDP glucuronosyltransferase family 1 member A7	protein-coding	involved_in	IDA	 2	233,681,901	233,773,300	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20610558 	  (PMID:20610558)
Human	GO:1904224	negative regulation of glucuronosyltransferase activity	gene	1342708	UGT1A8	UDP glucuronosyltransferase family 1 member A8	protein-coding	involved_in	IDA	 2	233,617,633	233,773,300	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20610558 	  (PMID:20610558)
Human	GO:1904224	negative regulation of glucuronosyltransferase activity	gene	1348090	UGT1A9	UDP glucuronosyltransferase family 1 member A9	protein-coding	involved_in	IDA	 2	233,671,898	233,773,300	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20610558 	  (PMID:20610558)
Human	GO:2000466	negative regulation of glycogen (starch) synthase activity	gene	731783	GSK3A	glycogen synthase kinase 3 alpha	protein-coding	involved_in	TAS	19	42,230,190	42,242,602	UniProt, UniProt	UniProt	PMID:19366350 	  (PMID:19366350)
Human	GO:2000466	negative regulation of glycogen (starch) synthase activity	gene	733891	GSK3B	glycogen synthase kinase 3 beta	protein-coding	involved_in	TAS	 3	119,821,321	120,094,447	UniProt, UniProt	UniProt	PMID:19366350 	  (PMID:19366350)
Human	GO:2000466	negative regulation of glycogen (starch) synthase activity	gene	1604357	INPP5K	inositol polyphosphate-5-phosphatase K	protein-coding	involved_in	IEA	17	1,494,577	1,516,612	UniProt, UniProt, Ensembl	UniProt,Ensembl	 	
Human	GO:1904227	negative regulation of glycogen synthase activity, transferring glucose-1-phosphate	gene	731783	GSK3A	glycogen synthase kinase 3 alpha	protein-coding	involved_in	IMP	19	42,230,190	42,242,602	BHF-UCL, BHF-UCL	BHF-UCL	PMID:17569761 	  (PMID:17569761)
Human	GO:0043105	negative regulation of GTP cyclohydrolase I activity	gene	1349515	GCHFR	GTP cyclohydrolase I feedback regulator	protein-coding	involved_in	ISO	15	40,764,068	40,767,708	GO_Central, GO_Central, Ensembl, RGD	GO_Central,Ensembl,RGD	PMID:8702680 PMID:21873635 	  (PMID:21873635)
Human	GO:0034260	negative regulation of GTPase activity	gene	732730	ADCYAP1	adenylate cyclase activating polypeptide 1	protein-coding		ISO	18	904,411	912,172	RGD	RGD	PMID:15870074 	
Human	GO:0034260	negative regulation of GTPase activity	gene	1344662	AMOT	angiomotin	protein-coding	involved_in,acts_upstream_of_or_within	ISO	  X	112,774,877	112,840,831	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:17699752 	  (MGI:3719955|PMID:17699752)
Human	GO:0034260	negative regulation of GTPase activity	gene	1348298	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1	protein-coding	involved_in	IDA	 8	67,173,511	67,343,781	UniProt, UniProt	UniProt	PMID:15644318 	  (PMID:15644318)
Human	GO:0034260	negative regulation of GTPase activity	gene	735885	ARL2	ADP ribosylation factor like GTPase 2	protein-coding	involved_in	IDA	11	65,014,160	65,022,184	UniProt, UniProt	UniProt	PMID:10831612 	  (PMID:10831612)
Human	GO:0034260	negative regulation of GTPase activity	gene	732370	ARRB1	arrestin beta 1	protein-coding		ISO	11	75,260,122	75,351,661	RGD	RGD	PMID:1517224 	
Human	GO:0034260	negative regulation of GTPase activity	gene	731570	ARRB2	arrestin beta 2	protein-coding	involved_in	ISO	17	4,710,632	4,721,497	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:1517224 	
Human	GO:0034260	negative regulation of GTPase activity	gene	1319306	BBS4	Bardet-Biedl syndrome 4	protein-coding	acts_upstream_of_or_within,involved_in	IEA	15	72,686,207	72,738,473	MGI, Ensembl, Ensembl	MGI,Ensembl	PMID:23716571 	  (MGI:5510934|PMID:23716571)
Human	GO:0034260	negative regulation of GTPase activity	gene	1319844	BCAS3	BCAS3 microtubule associated cell migration factor	protein-coding	involved_in	ISS	17	60,677,851	61,392,831	UniProt, UniProt	UniProt	 	
Human	GO:0034260	negative regulation of GTPase activity	gene	1316707	CPEB2	cytoplasmic polyadenylation element binding protein 2	protein-coding	involved_in	ISS	 4	15,002,481	15,070,151	UniProt, UniProt	UniProt	 	
Human	GO:0034260	negative regulation of GTPase activity	gene	732352	DAB2IP	DAB2 interacting protein	protein-coding	involved_in	IMP	 9	121,567,074	121,785,530	UniProt, UniProt, BHF-UCL, Ensembl, BHF-UCL	UniProt,BHF-UCL,Ensembl	PMID:20154697 	  (PMID:20154697)
Human	GO:0034260	negative regulation of GTPase activity	gene	1348345	F11R	F11 receptor	protein-coding	involved_in	IMP	 1	160,995,211	161,021,152	UniProt, UniProt	UniProt	PMID:23885123 	  (PMID:23885123)
Human	GO:0034260	negative regulation of GTPase activity	gene	1602333	FICD	FIC domain protein adenylyltransferase	protein-coding	involved_in	TAS	12	108,515,277	108,521,210	UniProt, UniProt	UniProt	PMID:19362538 	  (PMID:19362538)
Human	GO:0034260	negative regulation of GTPase activity	gene	1347205	FZD10	frizzled class receptor 10	protein-coding	involved_in	IMP	12	130,162,464	130,165,740	BHF-UCL, BHF-UCL	BHF-UCL	PMID:19137009 	  (PMID:19137009)
Human	GO:0034260	negative regulation of GTPase activity	gene	1344953	GMIP	GEM interacting protein	protein-coding	involved_in	IDA	19	19,629,476	19,643,657	GO_Central, GO_Central, BHF-UCL, BHF-UCL	GO_Central,BHF-UCL	PMID:12093360 PMID:21873635 	  (PMID:21873635),  (PMID:12093360)
Human	GO:0034260	negative regulation of GTPase activity	gene	1348855	GPSM1	G protein signaling modulator 1	protein-coding	involved_in	IDA	 9	136,327,539	136,359,601	UniProt, UniProt	UniProt	PMID:11024022 	  (PMID:11024022)
Human	GO:0034260	negative regulation of GTPase activity	gene	730881	HRAS	HRas proto-oncogene, GTPase	protein-coding	involved_in	IDA	11	532,242	535,576	BHF-UCL, BHF-UCL	BHF-UCL	PMID:23027131 	  (PMID:23027131)
Human	GO:0034260	negative regulation of GTPase activity	gene	7380820	KLRC4-KLRK1	KLRC4-KLRK1 readthrough	protein-coding	involved_in	IDA	12	10,372,353	10,410,146	CACAO, CACAO	CACAO	PMID:22585739 	  (PMID:22585739)
Human	GO:0034260	negative regulation of GTPase activity	gene	735993	KLRK1	killer cell lectin like receptor K1	protein-coding	involved_in	IDA	12	10,372,353	10,390,041	CACAO, CACAO	CACAO	PMID:22585739 	  (PMID:22585739)
Human	GO:0034260	negative regulation of GTPase activity	gene	1313845	LRCH1	leucine rich repeats and calponin homology domain containing 1	protein-coding	involved_in	IDA	13	46,553,170	46,753,041	UniProt, Ensembl, UniProt	UniProt,Ensembl	PMID:28028151 	  (PMID:28028151)
Human	GO:0034260	negative regulation of GTPase activity	gene	1353141	LRRK2	leucine rich repeat kinase 2	protein-coding	acts_upstream_of_or_within	IDA	12	40,224,997	40,369,285	MGI, MGI	MGI	PMID:22423108 	  (PMID:22423108)
Human	GO:0034260	negative regulation of GTPase activity	gene	1349265	MIR21	microRNA 21	ncrna	involved_in	IDA	17	59,841,266	59,841,337	BHF-UCL	BHF-UCL	PMID:21347332 PMID:22158624 	  (PMID:21347332), (PMID:22158624)
Human	GO:0034260	negative regulation of GTPase activity	gene	1342661	MIR223	microRNA 223	ncrna	involved_in	IDA	  X	66,018,870	66,018,979	BHF-UCL	BHF-UCL	PMID:27121304 	  (PMID:27121304)
Human	GO:0034260	negative regulation of GTPase activity	gene	1318801	MKKS	MKKS centrosomal shuttling protein	protein-coding	involved_in,acts_upstream_of_or_within	ISO	20	10,401,009	10,434,222	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:23716571 	  (MGI:5510934|PMID:23716571)
Human	GO:0034260	negative regulation of GTPase activity	gene	1349615	PECAM1	platelet and endothelial cell adhesion molecule 1	protein-coding		ISO	17	64,319,415	64,390,860	RGD	RGD	PMID:17662049 	
Human	GO:0034260	negative regulation of GTPase activity	gene	1350171	PLXNB3	plexin B3	protein-coding	involved_in	IMP	  X	153,764,249	153,779,341	UniProt, UniProt	UniProt	PMID:20696765 	  (PMID:20696765)
Human	GO:0034260	negative regulation of GTPase activity	gene	1349626	PTPRN2	protein tyrosine phosphatase receptor type N2	protein-coding		ISO	 7	157,539,056	158,587,823	RGD	RGD	PMID:16413169 	
Human	GO:0034260	negative regulation of GTPase activity	gene	1318400	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	protein-coding	acts_upstream_of_or_within,involved_in	ISO	 4	98,261,384	98,443,858	MGI, Ensembl	MGI,Ensembl	PMID:26975711 PMID:29921611 	  (MGI:6480257|PMID:26975711),  (MGI:6363885|PMID:29921611), (MGI:6480257|PMID:26975711)
Human	GO:0034260	negative regulation of GTPase activity	gene	1319785	RASA4	RAS p21 protein activator 4	protein-coding	involved_in	IDA	 7	102,579,646	102,616,758	CACAO, CACAO	CACAO	PMID:11448776 PMID:12845332 	  (PMID:11448776),  (PMID:12845332)
Human	GO:0034260	negative regulation of GTPase activity	gene	1603393	RCC2	regulator of chromosome condensation 2	protein-coding	involved_in	IMP	 1	17,406,760	17,439,677	UniProt, GO_Central, UniProt, Ensembl	UniProt,GO_Central,Ensembl	PMID:21873635 PMID:25074804 	  (PMID:21873635),  (PMID:25074804)
Human	GO:0034260	negative regulation of GTPase activity	gene	1348654	RDX	radixin	protein-coding	involved_in	IMP	11	110,174,922	110,296,614	UniProt, UniProt	UniProt	PMID:22467863 	  (PMID:22467863)
Human	GO:0034260	negative regulation of GTPase activity	gene	732128	RGN	regucalcin	protein-coding	involved_in	ISO	  X	47,078,443	47,093,313	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:11510494 	
Human	GO:0034260	negative regulation of GTPase activity	gene	1313777	RRP1B	ribosomal RNA processing 1B	protein-coding	involved_in	IEA	21	43,659,560	43,696,079	UniProt, UniProt, Ensembl	UniProt,Ensembl	 	
Human	GO:0034260	negative regulation of GTPase activity	gene	731485	SH3BP4	SH3 domain binding protein 4	protein-coding	involved_in	IDA	 2	234,952,017	235,055,714	UniProt, UniProt	UniProt	PMID:22575674 	  (PMID:22575674)
Human	GO:0034260	negative regulation of GTPase activity	gene	1319561	SPRY1	sprouty RTK signaling antagonist 1	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 4	123,396,795	123,403,760	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:11585837 	  (MGI:2154590|PMID:11585837)
Human	GO:0034260	negative regulation of GTPase activity	gene	1322949	SPRY2	sprouty RTK signaling antagonist 2	protein-coding	involved_in,acts_upstream_of_or_within	ISO	13	80,335,976	80,341,126	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:11585837 	  (MGI:2154590|PMID:11585837)
Human	GO:0034260	negative regulation of GTPase activity	gene	735876	TMED2	transmembrane p24 trafficking protein 2	protein-coding	involved_in	IDA	12	123,584,552	123,598,582	UniProt, UniProt	UniProt	PMID:10761932 	  (PMID:10761932)
Human	GO:0034260	negative regulation of GTPase activity	gene	736947	TSC1	TSC complex subunit 1	protein-coding	involved_in	ISO	 9	132,891,349	132,945,378	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:15611338 	
Human	GO:0034260	negative regulation of GTPase activity	gene	1317152	TTC8	tetratricopeptide repeat domain 8	protein-coding	involved_in,acts_upstream_of_or_within	ISO	14	88,824,153	88,881,079	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:23716571 	  (MGI:5510934|PMID:23716571)
Human	GO:0034260	negative regulation of GTPase activity	gene	1605214	USP17L2	ubiquitin specific peptidase 17 like family member 2	protein-coding	involved_in	IDA	 8	12,136,435	12,138,849	UniProt, UniProt	UniProt	PMID:19188362 	  (PMID:19188362)
Human	GO:0034260	negative regulation of GTPase activity	gene	1343905	WNK1	WNK lysine deficient protein kinase 1	protein-coding	acts_upstream_of_or_within,involved_in	IEA	12	752,579	911,452	BHF-UCL, BHF-UCL, Ensembl	BHF-UCL,Ensembl	PMID:27400149 	  (PMID:27400149)
Human	GO:0031283	negative regulation of guanylate cyclase activity	gene	735421	HPCA	hippocalcin	protein-coding	involved_in	ISO	 1	32,885,996	32,894,646	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:15336960 	
Human	GO:0031283	negative regulation of guanylate cyclase activity	gene	1348843	PDZD3	PDZ domain containing 3	protein-coding	involved_in	IEA	11	119,185,475	119,190,213	GOC, GOC	GOC	 	
Human	GO:0031283	negative regulation of guanylate cyclase activity	gene	1603852	RD3	RD3 regulator of GUCY2D	protein-coding	involved_in	IMP	 1	211,476,522	211,492,162	UniProt, Ensembl, UniProt	UniProt,Ensembl	PMID:21928830 PMID:30559291 	  (PMID:21928830), (PMID:30559291)
Human	GO:0051097	negative regulation of helicase activity	gene	1312562	IFIT1	interferon induced protein with tetratricopeptide repeats 1	protein-coding	involved_in	IDA	10	89,392,623	89,406,487	BHF-UCL, BHF-UCL	BHF-UCL	PMID:19008854 	  (PMID:19008854)
Human	GO:0051097	negative regulation of helicase activity	gene	1318374	SIRT1	sirtuin 1	protein-coding	involved_in	IDA	10	67,884,656	67,918,390	UniProt, UniProt	UniProt	PMID:18203716 	  (PMID:18203716)
Human	GO:0051097	negative regulation of helicase activity	gene	70502	TP53	tumor protein p53	protein-coding	involved_in	TAS	17	7,668,421	7,687,490	UniProt, UniProt	UniProt	PMID:7663514 	  (PMID:7663514)
Human	GO:1903300	negative regulation of hexokinase activity	gene	69130	GCKR	glucokinase regulator	protein-coding	involved_in	IEA	 2	27,496,839	27,523,684	RGD, Ensembl	RGD,Ensembl	PMID:14627435 	
Human	GO:1901726	negative regulation of histone deacetylase activity	gene	1313452	KDM5A	lysine demethylase 5A	protein-coding	involved_in	ISS	12	280,057	389,320	UniProt	UniProt	 	
Human	GO:1901726	negative regulation of histone deacetylase activity	gene	1346166	MIR182	microRNA 182	ncrna	involved_in	IDA	 7	129,770,383	129,770,492	ARUK-UCL	ARUK-UCL	PMID:28855441 	  (PMID:28855441)
Human	GO:1901726	negative regulation of histone deacetylase activity	gene	1317131	SPHK2	sphingosine kinase 2	protein-coding	involved_in	IDA	19	48,619,506	48,630,405	UniProt, UniProt	UniProt	PMID:19729656 	  (PMID:19729656)
Human	GO:0051346	negative regulation of hydrolase activity	gene	735962	APOA1	apolipoprotein A1	protein-coding	acts_upstream_of_or_within,involved_in	IEA	11	116,835,751	116,837,950	MGI, Ensembl, Ensembl	MGI,Ensembl	PMID:15995171 	  (MGI:3588626|PMID:15995171)
Human	GO:0051346	negative regulation of hydrolase activity	gene	1312589	ATP5IF1	ATP synthase inhibitory factor subunit 1	protein-coding	involved_in	IDA	 1	28,236,124	28,238,100	UniProt, UniProt	UniProt	PMID:15528193 	  (PMID:15528193)
Human	GO:0051346	negative regulation of hydrolase activity	gene	736752	CAMK2A	calcium/calmodulin dependent protein kinase II alpha	protein-coding	involved_in	ISS	 5	150,219,491	150,290,130	UniProt, UniProt	UniProt	 	
Human	GO:0051346	negative regulation of hydrolase activity	gene	1345254	GRN	granulin precursor	protein-coding	acts_upstream_of_or_within	ISO	17	44,345,302	44,353,106	MGI	MGI	PMID:28728022 	  (MGI:6101836|PMID:28728022)
Human	GO:0051346	negative regulation of hydrolase activity	gene	735832	LEPR	leptin receptor	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 1	65,420,652	65,641,559	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:15995171 	  (MGI:3588626|PMID:15995171)
Human	GO:0051346	negative regulation of hydrolase activity	gene	619551	NOS1	nitric oxide synthase 1	protein-coding	involved_in,acts_upstream_of_or_within	ISO	12	117,208,142	117,361,626	BHF-UCL, BHF-UCL, MGI	BHF-UCL,MGI	PMID:12074580 	  (MGI:3686929|PMID:12074580)
Human	GO:0051346	negative regulation of hydrolase activity	gene	735618	NOS3	nitric oxide synthase 3	protein-coding	acts_upstream_of_or_within,involved_in	IEA	 7	150,991,017	151,014,588	MGI, Ensembl, Ensembl	MGI,Ensembl	PMID:12074580 	  (MGI:3686929|PMID:12074580)
Human	GO:0051346	negative regulation of hydrolase activity	gene	736361	PRKCZ	protein kinase C zeta	protein-coding	involved_in	ISO	 1	2,048,504	2,185,395	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:17346242 	inhibition of acid sphingomyelinase translocation to cell surface and activation
Human	GO:0051346	negative regulation of hydrolase activity	gene	1346137	SERPINA5	serpin family A member 5	protein-coding	involved_in	IMP	14	94,581,426	94,593,118	UniProt, UniProt	UniProt	PMID:8665956 	  (PMID:8665956)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1603969	AIDA	axin interactor, dorsalization associated	protein-coding	acts_upstream_of_or_within,involved_in	IDA	 1	222,668,013	222,712,491	MGI, Ensembl, MGI	MGI,Ensembl	PMID:17681137 	  (PMID:17681137)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	734413	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	protein-coding	involved_in	IMP	 9	33,025,273	33,039,907	UniProt, UniProt	UniProt	PMID:24512202 	  (PMID:24512202)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1321979	DUSP10	dual specificity phosphatase 10	protein-coding	involved_in,acts_upstream_of_or_within	IBA	 1	221,701,424	221,742,089	BHF-UCL, GO_Central, BHF-UCL, Ensembl, MGI, GO_Central	BHF-UCL,GO_Central,Ensembl,MGI	PMID:10391943 PMID:15306813 PMID:21873635 	  (PMID:10391943),  (PMID:21873635),  (MGI:3051749|PMID:15306813)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1321793	DUSP16	dual specificity phosphatase 16	protein-coding	involved_in	IDA	12	12,473,282	12,562,863	UniProt, UniProt	UniProt	PMID:11489891 	  (PMID:11489891)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1316661	DUSP19	dual specificity phosphatase 19	protein-coding	involved_in	ISS	 2	183,078,747	183,100,008	BHF-UCL, BHF-UCL	BHF-UCL	 	
Human	GO:0043508	negative regulation of JUN kinase activity	gene	732257	GSTP1	glutathione S-transferase pi 1	protein-coding	involved_in	IDA	11	67,583,812	67,586,653	BHF-UCL, BHF-UCL	BHF-UCL	PMID:16636664 	  (PMID:16636664)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	731500	HIPK3	homeodomain interacting protein kinase 3	protein-coding	involved_in	ISS	11	33,256,672	33,357,023	UniProt, UniProt	UniProt	 	
Human	GO:0043508	negative regulation of JUN kinase activity	gene	733615	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	protein-coding	involved_in	ISO	11	45,885,651	45,906,465	UniProt, UniProt, RGD	UniProt,RGD	PMID:12064607 	
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1346101	MIR92A1	microRNA 92a-1	ncrna	involved_in	ISS	13	91,351,314	91,351,391	BHF-UCL	BHF-UCL	 	
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1347660	MIR92A2	microRNA 92a-2	ncrna	involved_in	ISS	  X	134,169,538	134,169,612	BHF-UCL	BHF-UCL	 	
Human	GO:0043508	negative regulation of JUN kinase activity	gene	730878	NPPA	natriuretic peptide A	protein-coding	involved_in	IDA	 1	11,845,709	11,847,783	UniProt, UniProt	UniProt	PMID:22399583 	  (PMID:22399583)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	732159	PDCD4	programmed cell death 4	protein-coding	involved_in	ISS	10	110,871,928	110,900,006	UniProt, UniProt	UniProt	 	
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1317504	PTPN22	protein tyrosine phosphatase non-receptor type 22	protein-coding	involved_in	IMP	 1	113,813,811	113,871,759	UniProt, UniProt	UniProt	PMID:23991106 	  (PMID:23991106)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1346118	SERPINB3	serpin family B member 3	protein-coding	involved_in	IMP	18	63,655,197	63,661,893	UniProt, UniProt	UniProt	PMID:21383048 	  (PMID:21383048)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	735754	SFRP1	secreted frizzled related protein 1	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 8	41,261,962	41,309,473	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:19300477 	  (MGI:3839161|PMID:19300477)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1345643	SFRP2	secreted frizzled related protein 2	protein-coding	involved_in,acts_upstream_of_or_within	IEA	 4	153,780,591	153,789,083	Ensembl, MGI, Ensembl	Ensembl,MGI	PMID:19300477 	  (MGI:3839161|PMID:19300477)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1321235	SFRP5	secreted frizzled related protein 5	protein-coding	acts_upstream_of_or_within	ISO	10	97,766,751	97,771,999	MGI	MGI	PMID:19300477 	  (MGI:3839161|PMID:19300477)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1316062	TP73	tumor protein p73	protein-coding	acts_upstream_of_or_within	ISO	 1	3,652,516	3,736,201	MGI	MGI	PMID:15483136 	  (MGI:3574697|PMID:15483136)
Human	GO:0043508	negative regulation of JUN kinase activity	gene	1604218	ZNF675	zinc finger protein 675	protein-coding	involved_in	IDA	19	23,652,801	23,687,212	BHF-UCL, BHF-UCL	BHF-UCL	PMID:11751921 	  (PMID:11751921)
Human	GO:0033673	negative regulation of kinase activity	gene	1343876	AJUBA	ajuba LIM protein	protein-coding	involved_in,acts_upstream_of_or_within	ISO	14	22,971,177	22,982,551	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:15870270 	  (MGI:3581335|PMID:15870270)
Human	GO:0033673	negative regulation of kinase activity	gene	69115	CDKN1B	cyclin dependent kinase inhibitor 1B	protein-coding	involved_in	IDA	12	12,717,368	12,722,369	UniProt, UniProt	UniProt	PMID:19170105 	  (PMID:19170105)
Human	GO:0033673	negative regulation of kinase activity	gene	1322980	CDKN1C	cyclin dependent kinase inhibitor 1C	protein-coding	involved_in	IDA	11	2,883,218	2,885,775	UniProt, UniProt	UniProt	PMID:19170105 	  (PMID:19170105)
